,CAGR,Std,Proxy Sharpe,MDD,Calmar,Pos Months,Up Capture,Down Capture,Alpha (t-stat),Beta,Corr SP500,N Months
Lazarus Alpha,28.36%,3.62%,6.98,-0.15%,192.86,98.1%,0.60,-0.42,24.87% (13.99),0.03,0.15,52
