Date,close,diff
2020-01-01,18.84000015258789,
2020-02-01,40.11000061035156,21.270000457763672
2020-03-01,53.540000915527344,13.430000305175781
2020-04-01,34.150001525878906,-19.389999389648438
2020-05-01,27.510000228881836,-6.64000129699707
2020-06-01,30.43000030517578,2.9200000762939453
2020-07-01,24.459999084472656,-5.970001220703125
2020-08-01,26.40999984741211,1.9500007629394531
2020-09-01,26.3700008392334,-0.03999900817871094
2020-10-01,38.02000045776367,11.649999618530273
2020-11-01,20.56999969482422,-17.450000762939453
2020-12-01,22.75,2.1800003051757812
2021-01-01,33.09000015258789,10.34000015258789
2021-02-01,27.950000762939453,-5.1399993896484375
2021-03-01,19.399999618530273,-8.55000114440918
2021-04-01,18.610000610351562,-0.7899990081787109
2021-05-01,16.760000228881836,-1.8500003814697266
2021-06-01,15.829999923706055,-0.9300003051757812
2021-07-01,18.239999771118164,2.4099998474121094
2021-08-01,16.479999542236328,-1.760000228881836
2021-09-01,23.139999389648438,6.659999847412109
2021-10-01,16.260000228881836,-6.879999160766602
2021-11-01,27.190000534057617,10.930000305175781
2021-12-01,17.219999313354492,-9.970001220703125
2022-01-01,24.829999923706055,7.6100006103515625
2022-02-01,30.149999618530273,5.319999694824219
2022-03-01,20.559999465942383,-9.59000015258789
2022-04-01,33.400001525878906,12.840002059936523
2022-05-01,26.190000534057617,-7.210000991821289
2022-06-01,28.709999084472656,2.519998550415039
2022-07-01,21.329999923706055,-7.379999160766602
2022-08-01,25.8700008392334,4.540000915527344
2022-09-01,31.6200008392334,5.75
2022-10-01,25.8799991607666,-5.740001678466797
2022-11-01,20.579999923706055,-5.299999237060547
2022-12-01,21.670000076293945,1.0900001525878906
2023-01-01,19.399999618530273,-2.270000457763672
2023-02-01,20.700000762939453,1.3000011444091797
2023-03-01,18.700000762939453,-2.0
2023-04-01,15.779999732971191,-2.9200010299682617
2023-05-01,17.940000534057617,2.160000801086426
2023-06-01,13.59000015258789,-4.350000381469727
2023-07-01,13.630000114440918,0.039999961853027344
2023-08-01,13.569999694824219,-0.06000041961669922
2023-09-01,17.520000457763672,3.950000762939453
2023-10-01,18.139999389648438,0.6199989318847656
2023-11-01,12.920000076293945,-5.219999313354492
2023-12-01,12.449999809265137,-0.4700002670288086
2024-01-01,14.350000381469727,1.9000005722045898
2024-02-01,13.399999618530273,-0.9500007629394531
2024-03-01,13.010000228881836,-0.3899993896484375
2024-04-01,15.649999618530273,2.6399993896484375
2024-05-01,12.920000076293945,-2.729999542236328
2024-06-01,12.4399995803833,-0.48000049591064453
2024-07-01,16.360000610351562,3.9200010299682617
2024-08-01,15.0,-1.3600006103515625
2024-09-01,16.729999542236328,1.7299995422363281
2024-10-01,23.15999984741211,6.430000305175781
2024-11-01,13.510000228881836,-9.649999618530273
2024-12-01,17.350000381469727,3.8400001525878906
2025-01-01,16.43000030517578,-0.9200000762939453
2025-02-01,19.6299991607666,3.1999988555908203
2025-03-01,22.280000686645508,2.6500015258789062
2025-04-01,24.700000762939453,2.4200000762939453
2025-05-01,18.56999969482422,-6.130001068115234
2025-06-01,16.729999542236328,-1.8400001525878906
2025-07-01,16.719999313354492,-0.010000228881835938
2025-08-01,15.359999656677246,-1.359999656677246
2025-09-01,16.280000686645508,0.9200010299682617
2025-10-01,17.440000534057617,1.1599998474121094
2025-11-01,16.350000381469727,-1.0900001525878906
2025-12-01,14.949999809265137,-1.4000005722045898
2026-01-01,17.440000534057617,2.4900007247924805
2026-02-01,19.860000610351562,2.4200000762939453
2026-03-01,25.25,5.3899993896484375
2026-04-01,16.889999389648438,-8.360000610351562
2026-05-01,16.700000762939453,-0.18999862670898438
