,CAGR,Std,Proxy Sharpe,MDD,Calmar,Pos Months,Up Capture,Down Capture,Alpha (t-stat),Beta,Corr SP500,N Months
Lazarus Alpha,25.59%,2.43%,9.48,0.00%,-,100.0%,0.51,-0.45,23.00% (19.05),0.00,0.02,52
